image_id,chip_id,flood_id,polarization,location,scene_start,feature_path,label_path
hbe45_vh,hbe45,hbe,vh,USA,2019-05-22,training_data/train_features/hbe45_vh.tif,training_data/train_labels/hbe45.tif
hbe45_vv,hbe45,hbe,vv,USA,2019-05-22,training_data/train_features/hbe45_vv.tif,training_data/train_labels/hbe45.tif
hbe46_vh,hbe46,hbe,vh,USA,2019-05-22,training_data/train_features/hbe46_vh.tif,training_data/train_labels/hbe46.tif
hbe46_vv,hbe46,hbe,vv,USA,2019-05-22,training_data/train_features/hbe46_vv.tif,training_data/train_labels/hbe46.tif
hbe47_vh,hbe47,hbe,vh,USA,2019-05-22,training_data/train_features/hbe47_vh.tif,training_data/train_labels/hbe47.tif
hbe47_vv,hbe47,hbe,vv,USA,2019-05-22,training_data/train_features/hbe47_vv.tif,training_data/train_labels/hbe47.tif
hbe48_vh,hbe48,hbe,vh,USA,2019-05-22,training_data/train_features/hbe48_vh.tif,training_data/train_labels/hbe48.tif
hbe48_vv,hbe48,hbe,vv,USA,2019-05-22,training_data/train_features/hbe48_vv.tif,training_data/train_labels/hbe48.tif
hbe49_vh,hbe49,hbe,vh,USA,2019-05-22,training_data/train_features/hbe49_vh.tif,training_data/train_labels/hbe49.tif
hbe49_vv,hbe49,hbe,vv,USA,2019-05-22,training_data/train_features/hbe49_vv.tif,training_data/train_labels/hbe49.tif
hbe50_vh,hbe50,hbe,vh,USA,2019-05-22,training_data/train_features/hbe50_vh.tif,training_data/train_labels/hbe50.tif
hbe50_vv,hbe50,hbe,vv,USA,2019-05-22,training_data/train_features/hbe50_vv.tif,training_data/train_labels/hbe50.tif
hbe51_vh,hbe51,hbe,vh,USA,2019-05-22,training_data/train_features/hbe51_vh.tif,training_data/train_labels/hbe51.tif
hbe51_vv,hbe51,hbe,vv,USA,2019-05-22,training_data/train_features/hbe51_vv.tif,training_data/train_labels/hbe51.tif
hbe52_vh,hbe52,hbe,vh,USA,2019-05-22,training_data/train_features/hbe52_vh.tif,training_data/train_labels/hbe52.tif
hbe52_vv,hbe52,hbe,vv,USA,2019-05-22,training_data/train_features/hbe52_vv.tif,training_data/train_labels/hbe52.tif
hbe53_vh,hbe53,hbe,vh,USA,2019-05-22,training_data/train_features/hbe53_vh.tif,training_data/train_labels/hbe53.tif
hbe53_vv,hbe53,hbe,vv,USA,2019-05-22,training_data/train_features/hbe53_vv.tif,training_data/train_labels/hbe53.tif
hbe54_vh,hbe54,hbe,vh,USA,2019-05-22,training_data/train_features/hbe54_vh.tif,training_data/train_labels/hbe54.tif
hbe54_vv,hbe54,hbe,vv,USA,2019-05-22,training_data/train_features/hbe54_vv.tif,training_data/train_labels/hbe54.tif
hbe55_vh,hbe55,hbe,vh,USA,2019-05-22,training_data/train_features/hbe55_vh.tif,training_data/train_labels/hbe55.tif
hbe55_vv,hbe55,hbe,vv,USA,2019-05-22,training_data/train_features/hbe55_vv.tif,training_data/train_labels/hbe55.tif
hbe56_vh,hbe56,hbe,vh,USA,2019-05-22,training_data/train_features/hbe56_vh.tif,training_data/train_labels/hbe56.tif
hbe56_vv,hbe56,hbe,vv,USA,2019-05-22,training_data/train_features/hbe56_vv.tif,training_data/train_labels/hbe56.tif
hbe57_vh,hbe57,hbe,vh,USA,2019-05-22,training_data/train_features/hbe57_vh.tif,training_data/train_labels/hbe57.tif
hbe57_vv,hbe57,hbe,vv,USA,2019-05-22,training_data/train_features/hbe57_vv.tif,training_data/train_labels/hbe57.tif
hbe58_vh,hbe58,hbe,vh,USA,2019-05-22,training_data/train_features/hbe58_vh.tif,training_data/train_labels/hbe58.tif
hbe58_vv,hbe58,hbe,vv,USA,2019-05-22,training_data/train_features/hbe58_vv.tif,training_data/train_labels/hbe58.tif
hbe59_vh,hbe59,hbe,vh,USA,2019-05-22,training_data/train_features/hbe59_vh.tif,training_data/train_labels/hbe59.tif
hbe59_vv,hbe59,hbe,vv,USA,2019-05-22,training_data/train_features/hbe59_vv.tif,training_data/train_labels/hbe59.tif
hbe60_vh,hbe60,hbe,vh,USA,2019-05-22,training_data/train_features/hbe60_vh.tif,training_data/train_labels/hbe60.tif
hbe60_vv,hbe60,hbe,vv,USA,2019-05-22,training_data/train_features/hbe60_vv.tif,training_data/train_labels/hbe60.tif
hbe61_vh,hbe61,hbe,vh,USA,2019-05-22,training_data/train_features/hbe61_vh.tif,training_data/train_labels/hbe61.tif
hbe61_vv,hbe61,hbe,vv,USA,2019-05-22,training_data/train_features/hbe61_vv.tif,training_data/train_labels/hbe61.tif
hbe62_vh,hbe62,hbe,vh,USA,2019-05-22,training_data/train_features/hbe62_vh.tif,training_data/train_labels/hbe62.tif
hbe62_vv,hbe62,hbe,vv,USA,2019-05-22,training_data/train_features/hbe62_vv.tif,training_data/train_labels/hbe62.tif
hbe63_vh,hbe63,hbe,vh,USA,2019-05-22,training_data/train_features/hbe63_vh.tif,training_data/train_labels/hbe63.tif
hbe63_vv,hbe63,hbe,vv,USA,2019-05-22,training_data/train_features/hbe63_vv.tif,training_data/train_labels/hbe63.tif
hbe64_vh,hbe64,hbe,vh,USA,2019-05-22,training_data/train_features/hbe64_vh.tif,training_data/train_labels/hbe64.tif
hbe64_vv,hbe64,hbe,vv,USA,2019-05-22,training_data/train_features/hbe64_vv.tif,training_data/train_labels/hbe64.tif
hbe65_vh,hbe65,hbe,vh,USA,2019-05-22,training_data/train_features/hbe65_vh.tif,training_data/train_labels/hbe65.tif
hbe65_vv,hbe65,hbe,vv,USA,2019-05-22,training_data/train_features/hbe65_vv.tif,training_data/train_labels/hbe65.tif
hbe66_vh,hbe66,hbe,vh,USA,2019-05-22,training_data/train_features/hbe66_vh.tif,training_data/train_labels/hbe66.tif
hbe66_vv,hbe66,hbe,vv,USA,2019-05-22,training_data/train_features/hbe66_vv.tif,training_data/train_labels/hbe66.tif
hbe67_vh,hbe67,hbe,vh,USA,2019-05-22,training_data/train_features/hbe67_vh.tif,training_data/train_labels/hbe67.tif
hbe67_vv,hbe67,hbe,vv,USA,2019-05-22,training_data/train_features/hbe67_vv.tif,training_data/train_labels/hbe67.tif
hbe68_vh,hbe68,hbe,vh,USA,2019-05-22,training_data/train_features/hbe68_vh.tif,training_data/train_labels/hbe68.tif
hbe68_vv,hbe68,hbe,vv,USA,2019-05-22,training_data/train_features/hbe68_vv.tif,training_data/train_labels/hbe68.tif
hxu00_vh,hxu00,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu00_vh.tif,training_data/train_labels/hxu00.tif
hxu00_vv,hxu00,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu00_vv.tif,training_data/train_labels/hxu00.tif
hxu01_vh,hxu01,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu01_vh.tif,training_data/train_labels/hxu01.tif
hxu01_vv,hxu01,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu01_vv.tif,training_data/train_labels/hxu01.tif
hxu02_vh,hxu02,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu02_vh.tif,training_data/train_labels/hxu02.tif
hxu02_vv,hxu02,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu02_vv.tif,training_data/train_labels/hxu02.tif
hxu03_vh,hxu03,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu03_vh.tif,training_data/train_labels/hxu03.tif
hxu03_vv,hxu03,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu03_vv.tif,training_data/train_labels/hxu03.tif
hxu04_vh,hxu04,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu04_vh.tif,training_data/train_labels/hxu04.tif
hxu04_vv,hxu04,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu04_vv.tif,training_data/train_labels/hxu04.tif
hxu05_vh,hxu05,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu05_vh.tif,training_data/train_labels/hxu05.tif
hxu05_vv,hxu05,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu05_vv.tif,training_data/train_labels/hxu05.tif
hxu06_vh,hxu06,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu06_vh.tif,training_data/train_labels/hxu06.tif
hxu06_vv,hxu06,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu06_vv.tif,training_data/train_labels/hxu06.tif
hxu07_vh,hxu07,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu07_vh.tif,training_data/train_labels/hxu07.tif
hxu07_vv,hxu07,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu07_vv.tif,training_data/train_labels/hxu07.tif
hxu08_vh,hxu08,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu08_vh.tif,training_data/train_labels/hxu08.tif
hxu08_vv,hxu08,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu08_vv.tif,training_data/train_labels/hxu08.tif
hxu09_vh,hxu09,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu09_vh.tif,training_data/train_labels/hxu09.tif
hxu09_vv,hxu09,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu09_vv.tif,training_data/train_labels/hxu09.tif
hxu10_vh,hxu10,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu10_vh.tif,training_data/train_labels/hxu10.tif
hxu10_vv,hxu10,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu10_vv.tif,training_data/train_labels/hxu10.tif
hxu11_vh,hxu11,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu11_vh.tif,training_data/train_labels/hxu11.tif
hxu11_vv,hxu11,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu11_vv.tif,training_data/train_labels/hxu11.tif
hxu12_vh,hxu12,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu12_vh.tif,training_data/train_labels/hxu12.tif
hxu12_vv,hxu12,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu12_vv.tif,training_data/train_labels/hxu12.tif
hxu13_vh,hxu13,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu13_vh.tif,training_data/train_labels/hxu13.tif
hxu13_vv,hxu13,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu13_vv.tif,training_data/train_labels/hxu13.tif
hxu14_vh,hxu14,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu14_vh.tif,training_data/train_labels/hxu14.tif
hxu14_vv,hxu14,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu14_vv.tif,training_data/train_labels/hxu14.tif
hxu15_vh,hxu15,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu15_vh.tif,training_data/train_labels/hxu15.tif
hxu15_vv,hxu15,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu15_vv.tif,training_data/train_labels/hxu15.tif
hxu16_vh,hxu16,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu16_vh.tif,training_data/train_labels/hxu16.tif
hxu16_vv,hxu16,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu16_vv.tif,training_data/train_labels/hxu16.tif
hxu17_vh,hxu17,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu17_vh.tif,training_data/train_labels/hxu17.tif
hxu17_vv,hxu17,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu17_vv.tif,training_data/train_labels/hxu17.tif
hxu18_vh,hxu18,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu18_vh.tif,training_data/train_labels/hxu18.tif
hxu18_vv,hxu18,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu18_vv.tif,training_data/train_labels/hxu18.tif
hxu19_vh,hxu19,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu19_vh.tif,training_data/train_labels/hxu19.tif
hxu19_vv,hxu19,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu19_vv.tif,training_data/train_labels/hxu19.tif
hxu20_vh,hxu20,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu20_vh.tif,training_data/train_labels/hxu20.tif
hxu20_vv,hxu20,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu20_vv.tif,training_data/train_labels/hxu20.tif
hxu21_vh,hxu21,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu21_vh.tif,training_data/train_labels/hxu21.tif
hxu21_vv,hxu21,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu21_vv.tif,training_data/train_labels/hxu21.tif
hxu22_vh,hxu22,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu22_vh.tif,training_data/train_labels/hxu22.tif
hxu22_vv,hxu22,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu22_vv.tif,training_data/train_labels/hxu22.tif
hxu23_vh,hxu23,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu23_vh.tif,training_data/train_labels/hxu23.tif
hxu23_vv,hxu23,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu23_vv.tif,training_data/train_labels/hxu23.tif
hxu24_vh,hxu24,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu24_vh.tif,training_data/train_labels/hxu24.tif
hxu24_vv,hxu24,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu24_vv.tif,training_data/train_labels/hxu24.tif
hxu25_vh,hxu25,hxu,vh,Somalia,2018-05-07,training_data/train_features/hxu25_vh.tif,training_data/train_labels/hxu25.tif
hxu25_vv,hxu25,hxu,vv,Somalia,2018-05-07,training_data/train_features/hxu25_vv.tif,training_data/train_labels/hxu25.tif
jja00_vh,jja00,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja00_vh.tif,training_data/train_labels/jja00.tif
jja00_vv,jja00,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja00_vv.tif,training_data/train_labels/jja00.tif
jja01_vh,jja01,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja01_vh.tif,training_data/train_labels/jja01.tif
jja01_vv,jja01,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja01_vv.tif,training_data/train_labels/jja01.tif
jja02_vh,jja02,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja02_vh.tif,training_data/train_labels/jja02.tif
jja02_vv,jja02,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja02_vv.tif,training_data/train_labels/jja02.tif
jja03_vh,jja03,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja03_vh.tif,training_data/train_labels/jja03.tif
jja03_vv,jja03,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja03_vv.tif,training_data/train_labels/jja03.tif
jja04_vh,jja04,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja04_vh.tif,training_data/train_labels/jja04.tif
jja04_vv,jja04,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja04_vv.tif,training_data/train_labels/jja04.tif
jja05_vh,jja05,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja05_vh.tif,training_data/train_labels/jja05.tif
jja05_vv,jja05,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja05_vv.tif,training_data/train_labels/jja05.tif
jja06_vh,jja06,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja06_vh.tif,training_data/train_labels/jja06.tif
jja06_vv,jja06,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja06_vv.tif,training_data/train_labels/jja06.tif
jja07_vh,jja07,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja07_vh.tif,training_data/train_labels/jja07.tif
jja07_vv,jja07,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja07_vv.tif,training_data/train_labels/jja07.tif
jja08_vh,jja08,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja08_vh.tif,training_data/train_labels/jja08.tif
jja08_vv,jja08,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja08_vv.tif,training_data/train_labels/jja08.tif
jja09_vh,jja09,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja09_vh.tif,training_data/train_labels/jja09.tif
jja09_vv,jja09,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja09_vv.tif,training_data/train_labels/jja09.tif
jja10_vh,jja10,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja10_vh.tif,training_data/train_labels/jja10.tif
jja10_vv,jja10,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja10_vv.tif,training_data/train_labels/jja10.tif
jja11_vh,jja11,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja11_vh.tif,training_data/train_labels/jja11.tif
jja11_vv,jja11,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja11_vv.tif,training_data/train_labels/jja11.tif
jja12_vh,jja12,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja12_vh.tif,training_data/train_labels/jja12.tif
jja12_vv,jja12,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja12_vv.tif,training_data/train_labels/jja12.tif
jja13_vh,jja13,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja13_vh.tif,training_data/train_labels/jja13.tif
jja13_vv,jja13,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja13_vv.tif,training_data/train_labels/jja13.tif
jja14_vh,jja14,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja14_vh.tif,training_data/train_labels/jja14.tif
jja14_vv,jja14,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja14_vv.tif,training_data/train_labels/jja14.tif
jja15_vh,jja15,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja15_vh.tif,training_data/train_labels/jja15.tif
jja15_vv,jja15,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja15_vv.tif,training_data/train_labels/jja15.tif
jja16_vh,jja16,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja16_vh.tif,training_data/train_labels/jja16.tif
jja16_vv,jja16,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja16_vv.tif,training_data/train_labels/jja16.tif
jja17_vh,jja17,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja17_vh.tif,training_data/train_labels/jja17.tif
jja17_vv,jja17,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja17_vv.tif,training_data/train_labels/jja17.tif
jja18_vh,jja18,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja18_vh.tif,training_data/train_labels/jja18.tif
jja18_vv,jja18,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja18_vv.tif,training_data/train_labels/jja18.tif
jja19_vh,jja19,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja19_vh.tif,training_data/train_labels/jja19.tif
jja19_vv,jja19,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja19_vv.tif,training_data/train_labels/jja19.tif
jja20_vh,jja20,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja20_vh.tif,training_data/train_labels/jja20.tif
jja20_vv,jja20,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja20_vv.tif,training_data/train_labels/jja20.tif
jja21_vh,jja21,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja21_vh.tif,training_data/train_labels/jja21.tif
jja21_vv,jja21,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja21_vv.tif,training_data/train_labels/jja21.tif
jja22_vh,jja22,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja22_vh.tif,training_data/train_labels/jja22.tif
jja22_vv,jja22,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja22_vv.tif,training_data/train_labels/jja22.tif
jja23_vh,jja23,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja23_vh.tif,training_data/train_labels/jja23.tif
jja23_vv,jja23,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja23_vv.tif,training_data/train_labels/jja23.tif
jja24_vh,jja24,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja24_vh.tif,training_data/train_labels/jja24.tif
jja24_vv,jja24,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja24_vv.tif,training_data/train_labels/jja24.tif
jja25_vh,jja25,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja25_vh.tif,training_data/train_labels/jja25.tif
jja25_vv,jja25,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja25_vv.tif,training_data/train_labels/jja25.tif
jja26_vh,jja26,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja26_vh.tif,training_data/train_labels/jja26.tif
jja26_vv,jja26,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja26_vv.tif,training_data/train_labels/jja26.tif
jja27_vh,jja27,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja27_vh.tif,training_data/train_labels/jja27.tif
jja27_vv,jja27,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja27_vv.tif,training_data/train_labels/jja27.tif
jja28_vh,jja28,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja28_vh.tif,training_data/train_labels/jja28.tif
jja28_vv,jja28,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja28_vv.tif,training_data/train_labels/jja28.tif
jja29_vh,jja29,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja29_vh.tif,training_data/train_labels/jja29.tif
jja29_vv,jja29,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja29_vv.tif,training_data/train_labels/jja29.tif
jja30_vh,jja30,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja30_vh.tif,training_data/train_labels/jja30.tif
jja30_vv,jja30,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja30_vv.tif,training_data/train_labels/jja30.tif
jja31_vh,jja31,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja31_vh.tif,training_data/train_labels/jja31.tif
jja31_vv,jja31,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja31_vv.tif,training_data/train_labels/jja31.tif
jja32_vh,jja32,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja32_vh.tif,training_data/train_labels/jja32.tif
jja32_vv,jja32,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja32_vv.tif,training_data/train_labels/jja32.tif
jja33_vh,jja33,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja33_vh.tif,training_data/train_labels/jja33.tif
jja33_vv,jja33,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja33_vv.tif,training_data/train_labels/jja33.tif
jja34_vh,jja34,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja34_vh.tif,training_data/train_labels/jja34.tif
jja34_vv,jja34,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja34_vv.tif,training_data/train_labels/jja34.tif
jja35_vh,jja35,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja35_vh.tif,training_data/train_labels/jja35.tif
jja35_vv,jja35,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja35_vv.tif,training_data/train_labels/jja35.tif
jja36_vh,jja36,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja36_vh.tif,training_data/train_labels/jja36.tif
jja36_vv,jja36,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja36_vv.tif,training_data/train_labels/jja36.tif
jja37_vh,jja37,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja37_vh.tif,training_data/train_labels/jja37.tif
jja37_vv,jja37,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja37_vv.tif,training_data/train_labels/jja37.tif
jja38_vh,jja38,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja38_vh.tif,training_data/train_labels/jja38.tif
jja38_vv,jja38,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja38_vv.tif,training_data/train_labels/jja38.tif
jja39_vh,jja39,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja39_vh.tif,training_data/train_labels/jja39.tif
jja39_vv,jja39,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja39_vv.tif,training_data/train_labels/jja39.tif
jja40_vh,jja40,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja40_vh.tif,training_data/train_labels/jja40.tif
jja40_vv,jja40,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja40_vv.tif,training_data/train_labels/jja40.tif
jja41_vh,jja41,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja41_vh.tif,training_data/train_labels/jja41.tif
jja41_vv,jja41,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja41_vv.tif,training_data/train_labels/jja41.tif
jja42_vh,jja42,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja42_vh.tif,training_data/train_labels/jja42.tif
jja42_vv,jja42,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja42_vv.tif,training_data/train_labels/jja42.tif
jja43_vh,jja43,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja43_vh.tif,training_data/train_labels/jja43.tif
jja43_vv,jja43,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja43_vv.tif,training_data/train_labels/jja43.tif
jja44_vh,jja44,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja44_vh.tif,training_data/train_labels/jja44.tif
jja44_vv,jja44,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja44_vv.tif,training_data/train_labels/jja44.tif
jja45_vh,jja45,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja45_vh.tif,training_data/train_labels/jja45.tif
jja45_vv,jja45,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja45_vv.tif,training_data/train_labels/jja45.tif
jja46_vh,jja46,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja46_vh.tif,training_data/train_labels/jja46.tif
jja46_vv,jja46,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja46_vv.tif,training_data/train_labels/jja46.tif
jja47_vh,jja47,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja47_vh.tif,training_data/train_labels/jja47.tif
jja47_vv,jja47,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja47_vv.tif,training_data/train_labels/jja47.tif
jja48_vh,jja48,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja48_vh.tif,training_data/train_labels/jja48.tif
jja48_vv,jja48,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja48_vv.tif,training_data/train_labels/jja48.tif
jja49_vh,jja49,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja49_vh.tif,training_data/train_labels/jja49.tif
jja49_vv,jja49,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja49_vv.tif,training_data/train_labels/jja49.tif
jja50_vh,jja50,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja50_vh.tif,training_data/train_labels/jja50.tif
jja50_vv,jja50,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja50_vv.tif,training_data/train_labels/jja50.tif
jja51_vh,jja51,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja51_vh.tif,training_data/train_labels/jja51.tif
jja51_vv,jja51,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja51_vv.tif,training_data/train_labels/jja51.tif
jja52_vh,jja52,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja52_vh.tif,training_data/train_labels/jja52.tif
jja52_vv,jja52,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja52_vv.tif,training_data/train_labels/jja52.tif
jja53_vh,jja53,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja53_vh.tif,training_data/train_labels/jja53.tif
jja53_vv,jja53,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja53_vv.tif,training_data/train_labels/jja53.tif
jja54_vh,jja54,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja54_vh.tif,training_data/train_labels/jja54.tif
jja54_vv,jja54,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja54_vv.tif,training_data/train_labels/jja54.tif
jja55_vh,jja55,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja55_vh.tif,training_data/train_labels/jja55.tif
jja55_vv,jja55,jja,vv,Paraguay,2018-10-31,training_data/train_features/jja55_vv.tif,training_data/train_labels/jja55.tif
jja56_vh,jja56,jja,vh,Paraguay,2018-10-31,training_data/train_features/jja56_vh.tif,training_data/train_labels/jja56.tif
